ATCOCode,Node
627001020030,6081
627001020100,6026
627001020090,6021
627001020070,6079
627001020065,6056
627001020140,6072
627001020135,6076
627001020130,6035
627001020122,6013
627001020180,6103
627001020170,5892
627001020160,6059
627001020150,6181
627001010520,5961
627001010510,6136
627001010500,5920
627001010410,5893
627001010560,6066
627001010550,6076
627001010540,6072
627001010530,6138
627001010670,6059
627001010590,6059
627001010580,5961
627001010570,5921
627001020010,6036
627001010810,5962
627001010755,5962
627001010690,6181
627001020370,5995
627001020360,5999
627001020350,5961
627001020340,6105
627001020410,5893
627001020400,5893
627001020390,5892
627001020380,5962
627001020600,6058
627001020590,6059
627001020550,6076
627001020500,5920
627001020640,6108
627001020630,6108
627001020620,5933
627001020610,5988
627001020220,6102
627001020210,5908
627001020200,5996
627001020190,5990
627001020260,5902
627001020250,5920
627001020245,6104
627001020240,6106
627001020300,5906
627001020290,6106
627001020280,6071
627001020270,5964
627001020335,5874
627001020330,5928
627001020320,6138
627001020310,5927
627001030470,5964
627001030460,5961
627001030450,5962
627001030440,5965
627001030771,6009
627001030730,5954
627001030490,5892
627001030480,5893
627001040035,6049
627001040020,6001
627001030775,5914
627001030773,6024
627001040420,5970
627001040120,6006
627001040108,5868
627001040105,6018
627001020700,5907
627001020690,6181
627001020660,6136
627001020650,6140
627001020750,5961
627001020740,5962
627001020720,5961
627001020710,5961
627001030105,6018
627001030035,6049
627001030020,6001
627001020755,5962
627001030430,5966
627001030420,5970
627001030120,6006
627001030108,5868
6200T00055,97001
6200T00054,57476
6200T00053,9595
6200T00052,9596
6200T00059,9421
6200T00058,8954
6200T00057,9751
6200T00056,10175
6200T00063,9619
6200T00062,9594
6200T00061,9582
6200T00060,80004
6200T00067,9164
6200T00066,9164
6200T00065,8284
6200T00064,8286
6200T00039,8844
6200T00038,9910
6200T00037,9583
6200T00036,9583
6200T00043,8950
6200T00042,57803
6200T00041,9749
6200T00040,9749
6200T00047,9042
6200T00046,8818
6200T00045,9433
6200T00044,9003
6200T00051,9591
6200T00050,8834
6200T00049,8939
6200T00048,57647
6200WHAILES1,8271
6200WHAILE2,8271
6200TS290001,9087
6200TS247940,9015
6200202335,8358
6200206235,57496
6200247105,80010
6200WHAILES2,8271
6200203955,9164
6200203945,9164
6200203195,8231
6200203190,8231
6200209663,10100
6200209659,10100
6200209657,10100
6200205625,8814
6200TS205200,9119
6200TS202930,8972
6200TS202920,9065
6200TS202020,9014
6200TS206235,57496
6200TS206195,57473
6200TS205230,57465
6200TS205225,57463
6200TS244705,8956
6200TS243395,80004
6200TS243378,80002
6200TS206495,57483
6200TS247930,9015
6200TS246930,8972
6200TS246925,8972
6200TS244715,8956
6200100031,8449
6200249700,8560
6200000015,57767
6200207485,9774
6200202115,8098
6200100034,8585
6200100033,8585
6200100032,8565
6200200310,8276
6200200285,8014
6200249745,8014
6200247793,8098
6200248475,8634
6200206901,9637
6200203555,8534
6200243505,9639
6200247609,95001
6200247608,8079
6200244245,8814
6200209664,10100
6200244674,57473
6200244673,57465
6200600834,8197
6200600822,8197
6200242997,57473
6200242996,57475
620070000127,57475
6200244676,57475
6200249753,8259
6200203065,57639
6200242998,57473
