SName,TIPLOC,Alpha,Data_Source,EASTING,NORTHING,Cube_Node
WEETON,WEETON,WET,MSN,427596,447534,999999
WEIGHTS LANE JUNCTION,WTSLNJN,0,MCA,403357,269611,999999
WELBECK COLLIERY,WLBCKCL,0,MCA,458136,370433,999999
WELBECK COLLIERY (FLHH),WLBCFHH,0,MCA,458137,370433,999999
WELBECK COLLIERY (GBRF),WLBCGBR,0,MCA,457399,366785,999999
WELBECK COLLIERY JN,WLBCCLJ,0,MCA,457457,366454,999999
WELBECK COLLIERY RUN ROUND,WLBCKRR,0,MCA,457399,366785,999999
WELHAM GREEN,WELHAMG,WMG,MSN,523656,205701,999999
WELLING,WELLING,WLI,MSN,546087,176078,999999
WELLINGBOROUGH,WLNGBRO,WEL,MSN,490345,268117,999999
WELLINGBOROUGH DOWN SIDING,WLNGBDS,0,MCA,490412,268897,999999
WELLINGBOROUGH DS GBRF,WLNGDSG,0,MCA,490412,268897,999999
WELLINGBOROUGH ENGS SDGS,WLNGES,0,MCA,490345,268117,999999
WELLINGBOROUGH NORTH JN,WLNGBNJ,0,MCA,490345,268117,999999
WELLINGBOROUGH UP T.C.,WLNGBUS,0,MCA,490464,268888,999999
WELLINGBOROUGH UP TC GBRF,WLNGUSG,0,MCA,490463,268882,999999
WELLINGBRO' DN GOODS LOOP,WLNGDGL,0,MCA,490416,268877,999999
WELLINGTON (SHROPSHIRE),WELNGTN,WLN,MSN,365183,311651,999999
WELLINGTON (SOMERSET),WELISOM,0,MCA,312903,121128,999999
WELLINGTON SOMERSET XOVER,WELIXO,0,MCA,313007,121236,999999
WELLS TUNNEL JN.,TUNWTJN,0,MCA,558793,140309,999999
WELSHPOOL,WELSHPL,WLP,MSN,323023,307297,999999
WELSHS BRIDGE,WSBG,0,MCA,267218,845704,888888
WELTON,WEEDWEL,0,MCA,459646,268082,999999
WELTON B.P.,WELTNBP,0,MCA,504651,374809,999999
WELWYN G.C C.S.D.,WLWYCSD,0XY,MCA,524126,213555,999999
WELWYN G.C. F.D.,WLWYNGY,0,MCA,523940,212678,999999
WELWYN G.C. REV. SDGS.,WLWYREV,0,MCA,523656,211839,999999
WELWYN GARDEN CITY,WLWYNGC,WGC,MSN,523974,212915,999999
WELWYN GARDEN CITY SG K182,WLWY182,0,MCA,524453,214594,999999
WELWYN GDN CITY SIG K184,WLWY184,0,MCA,524119,213434,999999
WELWYN NORTH,WLWYNN,WLW,MSN,524692,215444,999999
WEM,WEMM,WEM,MSN,351742,328996,999999
WEMBLEY 781/783 & 756/758,WLSD1DT,0,MCA,519857,183848,999999
WEMBLEY CARRIAGE SIDINGS,WMBYCSF,0,MCA,519022,184475,999999
WEMBLEY CENTRAL,WMBY,WMB,MSN,518248,185015,999999
WEMBLEY CENTRAL DC,WMBYDC,WMB,MSN,518228,185013,999999
WEMBLEY EUR FRT OPS CNTRE,WMBYEFT,0,MCA,519434,184127,999999
WEMBLEY GCJ,WEMBGCJ,0,MCA,520760,185517,999999
WEMBLEY H.S.,WMBYHS,0,MCA,519325,184131,999999
WEMBLEY INTER CITY DEPOT,WMBYICD,0XW,MCA,519134,184392,999999
WEMBLEY LMD,WEMBLMD,0XW,MCA,520496,185512,999999
WEMBLEY SIDING,WEMBYS,0,MCA,518685,185336,999999
WEMBLEY SIGNAL 829/931,WLSD31,0,MCA,518841,184424,999999
WEMBLEY SIGNALS WM827/829,WMBYDRR,0,MCA,518228,185013,999999
WEMBLEY SIGNALS WM929/931,WMBYURR,0,MCA,519282,184139,999999
WEMBLEY STADIUM,WEMBLSM,WCX,MSN,519001,185322,999999
WEMBLEY TC WHEEL LATHE,WMBYWLF,0,MCA,519097,184506,999999
WEMBLEY WHEEL LATHE,WMBYWHL,0,MCA,519097,184506,999999
WEMBLEY YARD SOUTH JN.,WLSDBSJ,0,MCA,519897,183859,999999
WEMYSS BAY,WEMYSSB,WMS,MSN,219360,668653,100102
WEMYSS BAY JN,WEMYSBJ,0,MCA,231377,674675,888888
WENDOVER,WENDOVR,WND,MSN,486540,207739,999999
WENNINGTON,WENNGTN,WNN,MSN,361708,469920,999999
WENSUM JNUCTION,WNSUMJN,0,MCA,624943,308044,999999
WENTLOOG (FREIGHTLINERS),WENTLOG,0,MCA,324630,180268,999999
WENTLOOG FRHT TRMNAL (EWS),WENTEWS,0,MCA,324630,180268,999999
WENTLOOG SIG C602,WENT602,0,MCA,324630,180268,999999
WERRINGTON JN,WRNGTNJ,0,MCA,516065,302999,999999
WEST ALLERTON,WALERTN,WSA,MSN,339759,386179,999999
WEST BLYTH RECP.,WBLYTHR,0,MCA,430384,583814,999999
WEST BROMPTON <LUL>,WBRMPTN,WBP,MSN,525376,178006,999999
WEST BURTON EAST JN,WBTNEJ,0,MCA,479663,386214,999999
WEST BURTON POWER STATION,WBTNPS,0,MCA,479650,386209,999999
WEST BURTON PS (FHH),WBTNFHH,0,MCA,479663,386214,999999
WEST BURTON PS (GBRF),WBTNGBF,0,MCA,479646,386197,999999
WEST BURTON PS COLAS,WBTNADV,0,MCA,479663,386214,999999
WEST BURTON RUGBY ASH,WBTNRUG,0,MCA,479366,385893,999999
WEST BURTON WEST JN.,WBTNWJ,0,MCA,478559,385290,999999
WEST BYFLEET,WBYFLET,WBY,MSN,504204,161105,999999
WEST CALDER,WCALDER,WCL,MSN,302015,663397,100297
WEST CALDER DN REFUGE SDG,WCALDRS,0,MCA,301833,663313,888888
WEST CALDER SIG EJ994,WCAL994,0,MCA,301899,663348,888888
WEST CROYDON,WCROYDN,WCY,MSN,532190,166141,999999
WEST CROYDON SIGNAL T1041,WCRO041,0,MCA,532303,166437,999999
WEST CROYDON SIGNAL T1048,WCRO048,0,MCA,532190,166141,999999
WEST CROYDON TURNBACK,WCROYTB,0,MCA,532190,166141,999999
WEST DRAYTON,WDRYTON,WDT,MSN,508065,179704,999999
WEST DRAYTON A.R.C.,WDRYARC,0,MCA,507795,179815,999999
WEST DRAYTON EAST,WDRYE,0,MCA,506756,180027,999999
WEST DRAYTON JCN,WDRYJN,0,MCA,505904,180111,999999
WEST DRAYTON LAFARGE,WDRYLAF,0,MCA,505328,180129,999999
WEST DRAYTON T.C.,WDRYTC,0,MCA,505250,180126,999999
WEST DRAYTON T.C. GBRF,WDRYGBF,0,MCA,505328,180129,999999
WEST DRAYTON UP GOODS LOOP,WDRYUGL,0,MCA,506144,180113,999999
WEST DULWICH,WDULWCH,WDU,MSN,532761,173014,999999
WEST EALING,WEALING,WEA,MSN,516618,180730,999999
WEST EALING ISU (CE),WEALCE,0,MCA,516032,180658,999999
WEST EALING JUNCTION,WEALJN,0,MCA,516456,180707,999999
WEST EALING LOOP,WEALINL,0,MCA,516020,180645,999999
WEST EALING PLASSER SDGS,WEALINP,0,MCA,516033,180699,999999
WEST HAM,WHAMHL,WEH,MSN,539187,182954,999999
WEST HAM LT,WHAMLT,0ZW,MCA,539155,182866,999999
WEST HAMPSTEAD,WHMDSTD,WHD,MSN,525513,184726,999999
WEST HAMPSTEAD DCL,WHMPDCL,0,MCA,525080,184890,999999
WEST HAMPSTEAD NORTH JN.,WHMPNJN,0,MCA,525134,184861,999999
WEST HAMPSTEAD SIGNAL 236,WHMP236,0,MCA,504348,249210,999999
WEST HAMPSTEAD SIGNAL 467,WHMP467,0,MCA,504348,249210,999999
WEST HAMPSTEAD SIGNAL 599,WHMP599,0,MCA,504257,247743,999999
WEST HAMPSTEAD SIGNAL 601,WHMP601,0,MCA,504274,247978,999999
WEST HAMPSTEAD SIGNAL 605,WHMP605,0,MCA,504303,249383,999999
WEST HAMPSTEAD SIGNAL 617,WHMP617,0,MCA,504274,247978,999999
WEST HAMPSTEAD SOUTH JN,WHMPSJN,0,MCA,525889,184831,999999
WEST HAMPSTEAD THAMESLINK,WHMPSTM,WHP,MSN,525434,184829,999999
WEST HOLMES JN,WHOLMSJ,0,MCA,496342,371358,999999
WEST HORNDON,WHORNDN,WHR,MSN,562326,188038,999999
WEST KILBRIDE,WKILBRD,WKB,MSN,220882,648436,100104
WEST KIRBY,WKIRBY,WKI,MSN,321333,386975,999999
WEST KIRBY SIDING NO 1,WKIRSD1,0,MCA,321333,386975,999999
WEST KIRBY SIDING NO 2,WKIRSD2,0,MCA,321323,386971,999999
WEST KIRBY SIGNAL 592,WKIR592,0,MCA,321345,387506,999999
WEST KIRBY SIGNAL 597,WKIR597,0,MCA,321345,387506,999999
WEST LONDON JN,WLNDNJN,0,MCA,528068,176219,999999
WEST LONDON JN,WLNDNJW,0,MCA,528068,176219,999999
WEST MALLING,WMALING,WMA,MSN,568721,157567,999999
WEST NORWOOD,WNORWOD,WNW,MSN,531944,171991,999999
WEST NORWOOD JUNCTION,WNORWDJ,0,MCA,531944,171991,999999
WEST PARADE NORTH JN,HULLWPN,0,MCA,507802,429131,999999
WEST RUISLIP,WRUISLP,WRU,MSN,508456,186759,999999
WEST RUISLIP ISU (CE),WRUICE,0,MCA,508071,186963,999999
WEST RUISLIP L.U.L. DEPOT,WRUILUL,0,MCA,509193,186288,999999
WEST RUISLIP LUL DEPT GBRF,WRUIGBR,0,MCA,509196,186287,999999
WEST RUISLIP SIGNAL ME579,WRUI579,0,MCA,509076,186464,999999
WEST RUISLIP SIGNAL ME594,WRUI594,0,MCA,508207,186890,999999
WEST RUNTON,WRUNTON,WRN,MSN,618243,342498,999999
WEST SLEEKBURN JN,WSLKBNJ,0,MCA,427557,584626,999999
WEST ST LEONARDS,WSLE,WLD,MSN,578892,109035,999999
WEST SUTTON,WSUTTON,WSU,MSN,525068,164521,999999
WEST THURROCK JN,WTHRCKJ,0,MCA,559908,177655,999999
WEST THURROCK SIDINGS,WTHRCKS,0,MCA,559109,177531,999999
WEST THURROCK SIDINGS FHH,WTHRFHH,0,MCA,559381,177543,999999
WEST WICKHAM,WWICKHM,WWI,MSN,538258,166582,999999
WEST WORTHING,WWRTHNG,WWO,MSN,513299,103325,999999
WEST WORTHING MIDDLE SDG,WWRTMS,0,MCA,512911,103277,999999
WEST WORTHING SHED,WWRTHND,0XW,MCA,513165,103540,999999
WEST WYCOMBE,HWYCWW,0,MCA,483773,194526,999999
WESTBOURNE PARK (GBRF),WBRNGBF,0,MCA,525552,181586,999999
WESTBOURNE ROAD JUNCTION,WSBRNRJ,0,MCA,531033,184505,999999
WESTBURY (SALOP) DOWN,WELSWBD,0,MCA,334619,310979,999999
WESTBURY (SALOP) UP,WELSWBU,0,MCA,334619,310979,999999
WESTBURY (WILTS),HWRDJN,WSB,MSN,387637,152429,999999
WESTBURY (WILTS),WSTBRYW,WSB,MSN,386166,151940,999999
WESTBURY CEMENT WORKS EWS,WSTBYCW,0,MCA,388192,152521,999999
WESTBURY DMU SIDINGS,WSTBDS,0,MCA,386177,151911,999999
WESTBURY DN TROWBRIDGE SDG,WSTBDTS,0,MCA,386177,151911,999999
WESTBURY DOWN RECP,WSTBDRC,0,MCA,384964,151272,999999
WESTBURY DOWN T.C.,WSTBRDY,0,MCA,384964,151272,999999
WESTBURY DOWN TC HEADSHUNT,WSTBDHS,0,MCA,386177,151911,999999
WESTBURY GROUND SIGNAL 707,WSTB707,0,MCA,385900,151619,999999
WESTBURY GROUND SIGNAL 722,WSTB722,0,MCA,386450,152390,999999
WESTBURY GROUND SIGNAL 753,WSTB753,0,MCA,387862,145245,999999
WESTBURY ISU (CE),WSTBCE,0,MCA,386154,151981,999999
WESTBURY L C (SALOP),WELSWBY,0,MCA,334619,310979,999999
WESTBURY L.I.P.,WSTBLIP,0,MCA,386017,151631,999999
WESTBURY LAFARGE,WSTBLAF,0,MCA,388181,152519,999999
WESTBURY SIGNAL W105,WSTB105,0,MCA,384964,151272,999999
WESTBURY UP RECP,WSTBURC,0,MCA,386128,151917,999999
WESTBURY UP T.C.,WSTBRUY,0,MCA,384964,151272,999999
WESTCLIFF,WCLIFF,WCF,MSN,586764,185490,999999
WESTCOMBE PARK,WCOMBEP,WCB,MSN,540191,178062,999999
WESTENHANGER,WENHNGR,WHA,MSN,612769,137250,999999
WESTENHANGER CROSSOVERS,WENHX,0XX,MCA,612960,137229,999999
WESTER HAILES,WHAILES,WTA,MSN,319876,669785,100303
WESTERFIELD,WSTRFLD,WFI,MSN,617058,247256,999999
WESTERLEIGH ISU (CE),WSTLCE,0,MCA,369233,178387,999999
WESTERLEIGH JN,WSTLGHJ,0,MCA,369837,180281,999999
WESTERLEIGH MURCO,WSTLGHM,0,MCA,369069,178174,999999
WESTERN JN (SITTINGBOURNE),STNGWJN,0,MCA,589344,164347,999999
WESTERTON,WESTRTN,WES,MSN,254113,670432,100395
WESTERTON JN SIG YH536,WEST536,0,MCA,253790,670796,888888
WESTERTON SIG YH530,WEST530,0,MCA,254113,670432,888888
WESTERTON SIG YH533,WEST533,0,MCA,254077,670455,888888
WESTERTON SIG YH534,WEST534,0,MCA,253765,670605,888888
WESTFIELD OPENCAST,WSTFELD,0,MCA,319911,697923,888888
WESTGATE-ON-SEA,WESGTOS,WGA,MSN,632399,169981,999999
WESTHOUGHTON,WSTHOTN,WHG,MSN,365427,406704,999999
WESTON MILTON,WMILTON,WNM,MSN,334435,161456,999999
WESTON RHYN,CHIRKWR,0,MCA,329243,336071,999999
WESTON-SUPER-MARE,WSMARE,WSM,MSN,332422,161057,999999
WESTRLEIGH A.C.C. R.T.S.,WSTLRTS,0,MCA,369143,178308,999999
WESTTHORPE RUN ROUND,BEGHWES,0,MCA,444896,383095,999999
WESTTHORPE RUN ROUND (FHH),BEGHFHH,0,MCA,444895,383096,999999
WETHERAL,WETHERL,WRL,MSN,346744,554648,999999
WEYBRIDGE,WEYBDGB,WYB,MSN,507539,163642,999999
WEYBRIDGE,WEYBDGE,WYB,MSN,507539,163642,999999
WEYBRIDGE E.T.C.,WEYBETC,0,MCA,507539,163642,999999
WEYBRIDGE SIG.WK1102,WEYB102,0,MCA,507141,163366,999999
WEYMOUTH,WEYMTH,WEY,MSN,367858,79769,999999
WEYMOUTH C.H.S.,WEYMOCS,0XW,MCA,367858,79769,999999
WEYMOUTH JERSEY SIDING,WEYMJS,0XG,MCA,367578,80327,999999
WEYMOUTH JN,WEYMTHJ,0,MCA,367858,79769,999999
WEYMOUTH JUBILEE SDG,WEYMJUB,0,MCA,367578,80327,999999
WEYMOUTH QUAY,WEYMTHQ,WYQ,MSN,368497,78881,999999
WEYMOUTH SIGNAL DR 194,WEYM194,0,MCA,367747,79935,999999
WHALEY BRIDGE,WHALYBG,WBR,MSN,401114,381482,999999
WHALLEY,WHALLEY,WHE,MSN,372973,436517,999999
WHATLEY QUARRY,WHATLYQ,0,MCA,375370,149730,999999
WHATLEY QUARRY F LINER HH,WHATFHH,0,MCA,375374,149735,999999
WHATSTANDWELL,WATSTND,WTS,MSN,433309,354132,999999
WHELER STREET JN,WHELSTJ,0,MCA,533827,182171,999999
WHIFFLET,WHIFLET,WFF,MSN,273726,664141,100268
WHIFFLET GROUND FRAME,WHIFGF,0,MCA,273718,664203,888888
WHIFFLET LOOP,WHIFLTL,0,MCA,273523,664422,888888
WHIFFLET NORTH JN,WHIFLTN,0,MCA,273628,664241,888888
WHIFFLET SOUTH JN,WHIFLTS,0,MCA,273978,663858,888888
WHIMPLE,WHIMPLE,WHM,MSN,304633,97370,999999
WHINHILL,WHINH,WNL,MSN,228561,675113,100114
WHISSENDINE L.C.,MLTNWHI,0,MCA,483703,316579,999999
WHISTON,WHISTON,WHN,MSN,347161,391084,999999
WHITACRE DOWN ARLEY LOOP,WACRDAL,0,MCA,421865,291413,999999
WHITACRE JN,WACRJN,0XQ,MCA,421865,291413,999999
WHITACRE TAMPER SIDINGS,WACRTS,0,MCA,421865,291413,999999
WHITBECK,SILCWIT,0,MCA,311599,483874,999999
WHITBY,WTBY,WTB,MSN,489849,510775,999999
WHITCHURCH (CARDIFF),WHCH,WHT,MSN,315300,180916,999999
WHITCHURCH (HANTS),WHTCHRH,WCH,MSN,446327,148917,999999
WHITCHURCH (SHROPS),WCHR,WTC,MSN,354985,341401,999999
WHITE HART LANE,WHHRTLA,WHL,MSN,533684,191324,999999
WHITE NOTLEY,WNOTLEY,WNY,MSN,578913,218789,999999
WHITEBALL,TIVITNL,0,MCA,309137,117977,999999
WHITECRAIGS,WTCR,WCR,MSN,255265,657638,100169
WHITEHALL JN,WHRDJN,0,MCA,429119,432936,999999
WHITEHAVEN,WHITHVN,WTH,MSN,297434,518726,999999
WHITEHOUSE JN,WHHSJN,0,MCA,395782,321842,999999
WHITEHOUSE JN.(TEESSIDE),WHTEHSJ,0,MCA,451002,520475,999999
WHITEHOUSE TUNNEL,BCNSWHI,0,MCA,491282,190640,999999
WHITEMOOR JUNCTION,WHTMJN,0,MCA,541583,298108,999999
WHITEMOOR L.D.C EWS,WHTMEWS,0,MCA,541617,298352,999999
WHITEMOOR REPAIR PT GBRF,WHTMGRP,0,MCA,541609,298448,999999
WHITEMOOR YARD L.D.C GBRF,WHTMLDC,0,MCA,541617,298352,999999
WHITES CROSSING SDG,WHTSXSG,0,MCA,368236,143034,999999
WHITLAND,WHLAND,WTL,MSN,219877,216494,999999
WHITLAND DOWN SIDINGS,WHLADS,0,MCA,219877,216494,999999
WHITLAND SIG W34,WHLA34,0,MCA,219877,216494,999999
WHITLEY BRIDGE,WHTBDGE,WBD,MSN,455632,422849,999999
WHITLINGHAM JN,WHTLNGJ,0XW,MCA,626824,308356,999999
WHITLOCKS END,WHLE,WTE,MSN,410209,277111,999999
WHITLOCKS END SIG TB1473,WHLE473,0,MCA,410209,277111,999999
WHITMORE,MADEWH,0,MCA,380376,340068,999999
WHITSTABLE,WHSTBLE,WHI,MSN,611301,166423,999999
WHITTINGTON,WITNGTN,0,MCA,332101,331090,999999
WHITTINGTON OIL DEPOT,WTNTNOD,0,MCA,333523,329451,999999
WHITTLESEA,WHTLSEA,WLE,MSN,527774,296306,999999
WHITTLESEA RECP.,WHTLSER,0,MCA,527774,296306,999999
WHITTLESFORD DN GOODS LOOP,WTLEDGL,0,MCA,548414,247442,999999
WHITTLESFORD PARKWAY,WTLESFD,WLF,MSN,548424,247212,999999
WHITTLESFORD RECP.,WTLEFDR,0,MCA,548253,247967,999999
WHITTLESFORD SIG CA540,CAMB540,0,MCA,548119,248224,999999
WHITTON (MIDDX),WHTTON,WTN,MSN,514284,173543,999999
WHITTON JN,WHTTONJ,0,MCA,513397,173724,999999
WHITWELL (DERBYS),WHWLL,WWL,MSN,453203,375955,999999
WHITWELL DERBY S.B.,WHWLDSB,0,MCA,453203,375955,999999
WHITWOOD JN,WHWDJN,0,MCA,440933,425213,999999
WHYTELEAFE,WHYTELF,WHY,MSN,533843,158535,999999
WHYTELEAFE SOUTH,WHYTLFS,WHS,MSN,534143,157802,999999
WICHNOR JN,WICHNRJ,0XW,MCA,419443,316005,999999
WICHNOR JN SIGNAL DY78,WICH78,0,MCA,419246,315623,999999
WICK,WICK,WCK,MSN,335988,950897,100012
WICK G.F.,WICKGF,0,MCA,335704,950957,888888
WICK SDG ISU CE,WICKSDG,0,MCA,335934,950893,888888
WICKENBY S.B.,WCKENBY,0,MCA,508336,382787,999999
WICKFORD,WIKFORD,WIC,MSN,574705,193595,999999
WICKFORD DOWN SIDING,WIKFDSD,0,MCA,574456,193715,999999
WICKFORD SIGNAL 5150,WIKF515,0,MCA,574793,193455,999999
WICKFORD UP SIDING,WIKFUSD,0,MCA,574371,193809,999999
WICKHAM MARKET,WCKHMMR,WCM,MSN,632610,255755,999999
WICKWAR TUNNEL,WCKWART,0,MCA,372004,188450,999999
WIDDRINGTON,WDRNGTN,WDD,MSN,424507,594159,999999
WIDDRINGTON EXCHANGE SDGS,WDRNEX,0,MCA,422374,595997,999999
WIDDRINGTON OPENCAST,WDRNNOP,0,MCA,422784,595542,999999
WIDDRINGTON OPENCAST GBRF,WDRNGBF,0,MCA,424507,594159,999999
WIDNES,WIDNES,WID,MSN,351274,387115,999999
WIDNES CARTERHOUSE JN S.B.,WIDNCJN,0,MCA,352630,385058,999999
WIDNES P.S. WORKS (ZENECA),WIDNSOT,0,MCA,353089,385224,999999
WIDNES TANHOUSE (EP2),WIDNTEU,0,MCA,352656,385468,999999
WIDNES TANHOUSE LN(BLUE C),WIDNSTL,0,MCA,352653,385454,999999
WIDNES TANHOUSE LN(TARMAC),WIDNTMC,0,MCA,352656,385468,999999
WIDNEY MANOR,WDNYMNR,WMR,MSN,415456,277589,999999
WIGAN BOARS HEAD G.F.,WIGANBH,0,MCA,357722,408546,999999
WIGAN CANAL SIDINGS,WIGACAN,0,MCA,358666,404826,999999
WIGAN L.I.P.,WIGANDD,0XW,MCA,359302,403786,999999
WIGAN N.W. D.P.L.,WIGADPL,0,MCA,358232,405301,999999
WIGAN NORTH WESTERN,WIGANNW,WGN,MSN,358232,405301,999999
WIGAN SOUTH JN,WIGASJN,0,MCA,358405,405197,999999
WIGAN STATION JN,WIGANSJ,0,MCA,358401,405204,999999
WIGAN WALLGATE,WIGANWL,WGW,MSN,358026,405582,999999
WIGAN WALLGATE DN CARR SDG,WIGADCS,0,MCA,357423,405819,999999
WIGAN WALLGATE JN SIG 211,WIGA211,0,MCA,358026,405582,999999
WIGAN WALLGATE SIGNAL BOX,WIGAWSB,0,MCA,357720,405626,999999
WIGAN WALLGATE UP C.S.,WIGAWCS,0XW,MCA,357549,405729,999999
WIGSTON NORTH JN,WGSTNNJ,0,MCA,459284,299276,999999
WIGSTON SOUTH JN,WGSTNSJ,0,MCA,459480,298598,999999
WIGTON (CUMBRIA),WIGTON,WGT,MSN,325308,548877,999999
WILDMILL,WLDMILL,WMI,MSN,290454,181285,999999
WILLASTON L.C.,NANTWLC,0,MCA,367983,352297,999999
WILLESDEN BLI TERMINAL,WLSDBLI,0,MCA,521354,183009,999999
WILLESDEN BRENT DRS,WLSDBRN,0,MCA,520526,183555,999999
WILLESDEN BRENT SDGS (FL),WLSDBFL,0,MCA,519897,183859,999999
WILLESDEN BRENT SDGS GBRF,WLSDBRG,0,MCA,520527,183555,999999
WILLESDEN BRENT SIDINGS,WLSDBRS,0,MCA,520528,183554,999999
WILLESDEN BRENT U&D GOODS2,WLSD2DT,0,MCA,520521,183524,999999
WILLESDEN EUROTERMINAL,WLSDEUT,0,MCA,519435,184127,999999
WILLESDEN 'F' SIDINGS,WLSDNFS,0,MCA,519975,183725,999999
WILLESDEN FERR FRAG. GBRF,WLSDFFG,0,MCA,522249,182677,999999
WILLESDEN FERROUS FRAG SDG,WLSDFFS,0,MCA,522249,182677,999999
WILLESDEN FORMER WN31SIG,WLSD41,0,MCA,519347,184100,999999
WILLESDEN JN HL TURNBACK,WLSDJHT,0,MCA,521939,182920,999999
WILLESDEN JN LL DN EMU C-O,WLSDLDC,0,MCA,522310,182997,999999
WILLESDEN JN LL UP EMU C-O,WLSDLUC,0,MCA,522325,182999,999999
WILLESDEN JN SIG NL 1048,WLSDH48,0,MCA,520673,183527,999999
WILLESDEN JN.H.L.JN,WLSDHLJ,0,MCA,521901,182797,999999
WILLESDEN JUNCTION LL,WLSDNJL,WIJ,MSN,521861,182959,999999
WILLESDEN JUNCTION LL BAY,WLSDLLB,WIJ,MSN,521861,182959,999999
WILLESDEN NO7,WLSDNN7,0XX,MCA,520897,183309,999999
WILLESDEN NORTH JUNCTION,WLSDNNJ,0,MCA,521518,183017,999999
WILLESDEN OLD OAK SIDINGS,WLSDCE,0,MCA,521749,182708,999999
WILLESDEN PRDC,WLSDRMT,0XR,MCA,520243,183784,999999
WILLESDEN PRDC (GBRF),WLSDGBR,0,MCA,520245,183783,999999
WILLESDEN RAILNET JN,WLSDRRJ,0,MCA,520829,183411,999999
WILLESDEN RAILNET RECEPTN,WLSDHLS,0,MCA,520673,183527,999999
WILLESDEN S.W.S.,WLSDSWS,0XW,MCA,521712,182747,999999
WILLESDEN SIG 301 (UP DC),WLSD301,0,MCA,521908,182963,999999
WILLESDEN SIGNAL 303,WLSD303,0,MCA,518843,184427,999999
WILLESDEN SIGNAL WM623,WLSD107,0,MCA,521170,181868,999999
WILLESDEN SUDBURY JN,WLSDNBJ,0,MCA,519347,184100,999999
WILLESDEN SWS ENGNRS SDGS,WLSDSWE,0,MCA,521712,182747,999999
WILLESDEN T.M.D,WLSDTMD,0,MCA,522169,182851,999999
WILLESDEN WEST LONDON JN,WLSDWLJ,WIJ,MSN,522089,182802,999999
WILLESDEN WM830 & 934,WLSD34,0,MCA,518843,184427,999999
WILLIAMWOOD,WMWD,WLM,MSN,256549,658017,100168
WILLINGDON JN,WILDJN,0XI,MCA,560526,102876,999999
WILLINGTON,WLNTNON,WIL,MSN,429436,328507,999999
WILMCOTE (WARKS),WILMCOT,WMC,MSN,416782,258286,999999
WILMSLOW,WLMSL,WML,MSN,385040,381076,999999
WILMSLOW D.G.L.,WLMSDGL,0,MCA,384993,380690,999999
WILMSLOW DOWN REV SDG,WLMSDRS,0,MCA,385019,380875,999999
WILMSLOW UP SIDING,WLMSUPS,0,MCA,385043,380937,999999
WILNECOTE (STAFFS),WILNECT,WNE,MSN,421787,301466,999999
WILTON,WILTON,0,MCA,410182,131737,999999
WILTON C.H.P.,WLTNCHP,0,MCA,456573,521844,999999
WILTON F.L.T.,WLTNFLT,0,MCA,457305,523151,999999
WILTON I.C.I.,WLTNICI,0,MCA,457327,523160,999999
WILTON JN,WILTONJ,0,MCA,410846,131309,999999
WILTON JUNCTION SIGNAL SY7,WILT7,0,MCA,410846,131309,999999
WILTON MARCROFT ENG.,WLTNMAR,0,MCA,456573,521844,999999
WILTON MARINA,WEEDWIL,0,MCA,461935,263445,999999
WILTON POWER STATION (FHH),WLTNFHH,0,MCA,457305,523151,999999
WILTON SOUTH,WILTSTH,0,MCA,410846,131309,999999
WIMBLEDON,WDON,WIM,MSN,524922,170736,999999
WIMBLEDON,WIMBLDN,WIM,MSN,524922,170736,999999
WIMBLEDON C.H.S.,WDONCHS,0XW,MCA,524922,170736,999999
WIMBLEDON CHASE,WIMLCHS,WBO,MSN,524279,169362,999999
WIMBLEDON E.M.U.D.,WDONEMU,0,MCA,525610,172128,999999
WIMBLEDON L.U.L.,WDNLUL,0,MCA,524827,170715,999999
WIMBLEDON PARK,WDNPK,0WP,MCA,525256,172147,999999
WIMBLEDON PARK C.S.D.,WDONCSD,0XW,MCA,525426,171872,999999
WIMBLEDON PARK DEPOT SDGS,WDONPDS,0,MCA,525426,171872,999999
WIMBLEDON SIGNAL VC827,WIMB827,0,MCA,524922,170736,999999
WIMBLEDON SIGNAL W1101,WDON101,0,MCA,525134,171044,999999
WIMBLEDON SIGNAL W1105,WDON105,0,MCA,525134,171044,999999
WIMBLEDON SIGNAL W181,WDON181,0,MCA,524922,170736,999999
WIMBLEDON SOUTH C.H.S.,WDONSS,0,MCA,524922,170736,999999
WIMBLEDON T.C.,WDONTC,0,MCA,524922,170736,999999
WIMBLEDON WEST JN,WDONWJ,0,MCA,524292,170074,999999
WINCHBURGH JN,WNCBROJ,0,MCA,308354,676123,888888
WINCHBURGH JN SIGNAL EW947,WNCB947,0,MCA,308354,676123,888888
WINCHELSEA,WINCHLS,WSE,MSN,589945,118370,999999
WINCHESTER,WNCHSTR,WIN,MSN,447746,129995,999999
WINCHESTER BALTIC SIDING,WNCHRBS,0XG,MCA,447811,130324,999999
WINCHFIELD,WNCFILD,WNF,MSN,476322,154522,999999
WINCHFIELD COUNTRY END,WNCFICE,0,MCA,476089,154491,999999
WINCHFIELD LONDON END,WNCFILE,0,MCA,477133,154650,999999
WINCHFIELD SIGNAL BE5102,WNCF102,0,MCA,476089,154491,999999
WINCHFIELD SIGNAL BE5103,WNCF103,0,MCA,477177,154657,999999
WINCHMORE HILL,WNMHILL,WIH,MSN,531524,194502,999999
WINDERMERE,WMER,WDM,MSN,341421,498600,999999
