SName,TIPLOC,Alpha,Data_Source,EASTING,NORTHING,Cube_Node
TOTON CENTRE,TOTONC,0,MCA,448783,335120,999999
TOTON CENTRE FHH,TOTOFHH,0,MCA,448841,334979,999999
TOTON D.D. H.S.,TOTODHS,0,MCA,448514,335606,999999
TOTON JN.,TOTONJ,0,MCA,449114,334390,999999
TOTON MEADOW SDGS - VIRT Q,TOTOMSQ,0,MCA,448613,335026,999999
TOTON NORTH YARD,TOTODSL,0,MCA,448782,335016,999999
TOTON NORTH YARD GBRF,TOTOGBR,0,MCA,448937,334760,999999
TOTON SIGNAL 4604,TOTON04,0,MCA,286200,931659,888888
TOTON T.M.D.,TOTOTMD,0,MCA,448476,335492,999999
TOTON UP SIDINGS,TOTONNB,0,MCA,449067,334645,999999
TOTON W.R.D.,TOTOWRD,0,MCA,448710,335131,999999
TOTTENHAM HALE,TTNHMHL,TOM,MSN,534507,189564,999999
TOTTENHAM HALE SIG L5305,TTNH305,0,MCA,534507,189564,999999
TOTTENHAM SOUTH JN,TTNHMSJ,0,MCA,534516,188784,999999
TOTTENHAM STH JN SIG L1004,TTNH104,0,MCA,534443,188850,999999
TOTTON,TOTTON,TTN,MSN,436417,113254,999999
TOTTON (D&CR),TOTTDCR,0,MCA,435864,113205,999999
TOTTON WEST,TOTTW,0,MCA,436575,111433,999999
TOTTON YARD,TOTTYD,0,MCA,436008,113170,999999
TOWER COLLIERY FLINER HH,TOWRFHH,0,MCA,294917,206214,999999
TOWER COLLY EWS,TOWRCOL,0,MCA,294900,206215,999999
TOWER HILL L.T.,TOWERHL,0ZT,MCA,533639,180724,999999
TOWN GREEN,TOWNGRN,TWN,MSN,340152,405502,999999
TOWNELEY TUNNEL,BURNTTL,0,MCA,385077,430569,999999
TOWNEY LOOP,TWNYDPL,0,MCA,460973,168241,999999
TOWNHILL C.E.,TNHLJCE,0,MCA,311896,688507,888888
TOWNHILL D.G.L.,TNHLDGL,0,MCA,311965,688545,888888
TOWNHILL JN,TNHLJN,0,MCA,311965,688545,888888
TOWNHILL U.G.L.,TNHLUGL,0,MCA,311965,688545,888888
TRAFFORD PARK,TRFDPK,TRA,MSN,379417,395386,999999
TRAFFORD PARK EAST JN,TRFDPEJ,0,MCA,380936,396248,999999
TRAFFORD PARK EURO TERM,TRFDEUT,0,MCA,379876,395694,999999
TRAFFORD PARK EXCH SDG,TRFDPES,0,MCA,380283,396144,999999
TRAFFORD PARK F.L.T.,TRFDFLT,0,MCA,380150,396141,999999
TRAFFORD PARK I.F.T.,TRFDIFT,0,MCA,379890,395703,999999
TRAFFORD PARK I.F.T.(FLIM),TRFDFLI,0,MCA,380143,396140,999999
TRAFFORD PARK SDGS,TRFDPKS,0,MCA,380486,396116,999999
TRAFFORD PARK SDGS (FLF),TRFDFLF,0,MCA,286200,931659,888888
TRAFFORD PARK SDGS REC LN,TRFDSRL,0,MCA,380486,396116,999999
TRAFFORD PARK WEST SDGS,TRFDPWS,0,MCA,380486,396116,999999
TRAFFORD PK EURO TML GBRF,TRFDEUG,0,MCA,379876,395694,999999
TRAFFORD PK RECEP GBRF,TRFDGBR,0,MCA,380162,396144,999999
TRAM INN,TRAMINN,0,MCA,346398,233616,999999
TRAWSFYNYDD,TRSFNYD,0,MCA,269846,338458,999999
TRECWN,TRECWN,0,MCA,196994,232533,999999
TREETON JN,TREETNJ,0,MCA,442946,387931,999999
TREFFOREST,TREFRST,TRF,MSN,308314,188942,999999
TREFFOREST ESTATE,TRFRSTE,TRE,MSN,310673,186263,999999
TREHAFOD,TREHAFD,TRH,MSN,304484,191045,999999
TREHERBERT,TREHRBT,TRB,MSN,293927,198096,999999
TREHERBERT SIDING,TREHSDS,0,MCA,293927,198096,999999
TRELEWIS,TRELEWS,0,MCA,310485,197500,999999
TREMAINS,TREMANS,0,MCA,291926,179351,999999
TREMORFA WORKS,TRMRWKS,0,MCA,320944,176046,999999
TREMORFA WORKS SDGS (GBRF),TRMRGBR,0,MCA,320944,176046,999999
TRENT EAST JN,TRENT,0XT,MCA,449572,332203,999999
TRENT SIDINGS,TRENSD,0,MCA,449728,332476,999999
TRENT SOUTH JN,TRENTJ,0XT,MCA,449413,331252,999999
TRENTHAM,TRNTHAM,0,MCA,388317,341918,999999
TREORCHY,TREORCY,TRY,MSN,295925,196472,999999
TREVISCOE ECC SDG,PRKATRE,0,MCA,194126,56054,999999
TRIMLEY,TRIMLEY,TRM,MSN,628062,236120,999999
TRIMLEY SIGNAL CO619,TRIM619,0,MCA,628062,236120,999999
TRING,TRING,TRI,MSN,495115,212195,999999
TRING CE SDGS,TRINGCE,0,MCA,495182,212131,999999
TRING NORTH JN,TRINGNJ,0,MCA,494845,212565,999999
TRING SIG WT1425,TRING25,0,MCA,495348,211751,999999
TROED-Y-RHIW,TRDYRHW,TRD,MSN,307084,202325,999999
TROON,TROON,TRN,MSN,232536,630887,100131
TROSTRE WORKS,TROSTRW,0,MCA,252912,199041,999999
TROSTRE WORKS EXCHANGE SDG,TROSEXC,0,MCA,252501,199094,999999
TROSTRE WORKS JUNCTION,TROSWKJ,0,MCA,253523,198949,999999
TROWBRIDGE,TRWBRDG,TRO,MSN,385174,157879,999999
TROWELL JN,TRWLJN,0,MCA,447911,340168,999999
TROWSE,TROWSE,0,MCA,624351,307092,999999
TROWSE JN,TROWSEJ,0,MCA,624285,306963,999999
TROWSE LAKENHAM JUNCTION,TROWLKJ,0,MCA,624351,307092,999999
TROWSE SWING BRIDGE,TRWSSBJ,0,MCA,624543,307499,999999
TROWSE YARD REDLAND SIDING,TROWSEY,0,MCA,624394,307159,999999
TRURO,TRURO,TRU,MSN,181694,44950,999999
TRURO ISU (CE),TRUROCE,0,MCA,181575,44945,999999
TRURO SHUNT SIGNAL 37,TRUR37,0,MCA,182057,45047,999999
TRURO SIGNAL 14,TRUR14,0,MCA,181202,44628,999999
TRURO U.K.F. M.THOMAS,TRURUKF,0,MCA,181381,44862,999999
TRURO YARD,TRURYRD,0,MCA,181381,44862,999999
TUEBROOK SDGS GBRF,TUEBGBF,0,MCA,337898,390100,999999
TUEBROOK SIDINGS,TUEBRKS,0XL,MCA,337897,390100,999999
TUEBROOK SIDINGS (FHH),TUEBFHH,0,MCA,337898,390100,999999
TUFFLEY JUNCTION,GLOSTUF,0,MCA,383274,215884,999999
TULLOCH,TULLOCH,TUL,MSN,235519,780220,100075
TULLOCH C.E.,TULLOCE,0,MCA,235448,780241,888888
TULSE HILL,TULSEH,TUH,MSN,531813,172920,999999
TULSE HILL SIGNAL VC165,TULS165,0,MCA,531919,173095,999999
TULSE HILL SIGNAL VC178,TULS178,0,MCA,531635,172649,999999
TULSE HILL SIGNAL VC766,TULS766,0,MCA,531580,172667,999999
TUNBRIDGE WELLS,TUNWELL,TBW,MSN,558443,139175,999999
TUNBRIDGE WELLS TURNBACK,TUNWTB,0,MCA,558793,140309,999999
TUNNEL JN,WORCTJN,0,MCA,385916,255900,999999
TUNNEL JN.,SLSBTJN,0,MCA,415099,130938,999999
TUNSTEAD SDGS,TUNSTDS,0,MCA,409730,375498,999999
TUNSTEAD SDGS (FHH),TUNSFHH,0,MCA,409728,375501,999999
TUNSTEAD SDGS GBRF,TUNSGBF,0,MCA,409728,375501,999999
TURKEY STREET,TURKYST,TUR,MSN,535134,198916,999999
TURNERS LANE JN.,TRNRSLA,0,MCA,434888,420706,999999
TURNHAM GREEN LT,TRNHMGN,0ZT,MCA,521195,178676,999999
TURSDALE JN,TURSDLJ,0,MCA,430050,535081,999999
TURSDALE SIDING,TURSDLS,0,MCA,430050,535081,999999
TUTBURY & HATTON,TUTBURY,TUT,MSN,421579,329654,999999
TUXFORD CROSSOVERS,TUXFDWJ,0,MCA,474878,370941,999999
TWEEDMOUTH F.D.,TWEDMTH,0,MCA,399734,651862,888888
TWEEDMOUTH S.B.,TWEDMSB,0,MCA,399341,652025,888888
TWERTON,TWERTON,0,MCA,373310,164584,999999
TWICKENHAM,TWCKNHM,TWI,MSN,516184,173707,999999
TWICKENHAM JN,TWCKNMJ,0,MCA,515948,173566,999999
TWICKENHAM SIGNAL F401,TWCK401,0,MCA,516453,173887,999999
TWICKENHAM SIGNAL F403,TWCK403,0,MCA,516453,173887,999999
TWICKENHAM SIGNAL F406,TWCK406,0,MCA,515902,173543,999999
TWO MILE BOTTOM,TWOMBTM,0,MCA,585708,286009,999999
TWYFORD,TWYFORD,TWY,MSN,479062,175783,999999
TWYFORD SIG TR112,TWYF112,0,MCA,479062,175783,999999
TWYFORD WEST,TWYFDW,0,MCA,478034,175238,999999
TY CROES,TYCROES,TYC,MSN,235002,372338,999999
TY GLAS,TYGLAS,TGS,MSN,317036,180989,999999
TYE GREEN JUNCTION,TYEGRNJ,0,MCA,553650,223981,999999
TYGWYN,TYGWYN,TYG,MSN,260265,334946,999999
TYNDRUM LOWER,TYNDRML,TYL,MSN,232769,730133,100072
TYNE COAL TERMINAL GBRF,JARRGBF,0,MCA,434823,565140,999999
TYNE DOCK (FLHH),JARRFHH,0,MCA,434821,565143,999999
TYNE DOCK EWS (AUTOMOTIVE),JARRAUT,0,MCA,434950,565058,999999
TYNE DOCK P T A,JARRPTA,0,MCA,434822,565142,999999
TYNE DOCKS AFL,JARRAFL,0,MCA,434950,565058,999999
TYNE S.S.,TYNEY,0TY,MCA,425630,557879,999999
TYNE YARD SIG T176,TYNE176,0,MCA,425560,558287,999999
TYNE YARD SIG T193,TYNE193,0,MCA,425560,558287,999999
TYNE YARD T.M.D.,TYNEYD,0,MCA,425610,557634,999999
TYNE YARD VIRTUAL Q&T,TYNEVIR,0,MCA,425696,557541,999999
TYNEMOUTH (METRO),TYNEMTH,0TY,MCA,437218,569296,999999
TYNESIDE T.C.,TYNSCFD,0,MCA,426199,562999,999999
TYSELEY,TYSL,TYS,MSN,411016,284031,999999
TYSELEY JAMES MOTOR CO,TYSLYJM,0,MCA,410760,284248,999999
TYSELEY L.M.D.,TYSLSDG,0XT,MCA,410656,284241,999999
TYSELEY SOUTH JUNCTION,TYSLSJ,0,MCA,410656,284241,999999
TYSELEY STEAM TRUST,TYSLSTM,0,MCA,410564,284223,999999
TYSELEY T.M.D.,TYSLTMD,0,MCA,410547,284102,999999
TYSELEY UP & DOWN SLOW JN,TYSLUDJ,0,MCA,410608,284214,999999
TYSELEY UP & DWN THRO SDGS,TYSLUDS,0,MCA,410608,284214,999999
TYTHERINGTON,TYTHRNG,0,MCA,365821,188564,999999
TYWYN,TYWYN,TYW,MSN,258270,300676,999999
UCKFIELD,UCKFILD,UCK,MSN,547330,120911,999999
UDDINGSTON,UDNGSTN,UDD,MSN,269369,660894,100230
UDDINGSTON JN,UDNGTNJ,0,MCA,269571,660902,888888
UFFINGTON (OXFORDSHIRE),UFNGTN,0,MCA,431297,190461,999999
UFFINGTON SB (LINCS),STAMUFF,0,MCA,507180,306613,999999
ULCEBY,ULCEBY,ULC,MSN,512491,414969,999999
ULCEBY NORTH JUNCTION,ULCENJ,0,MCA,512491,414969,999999
ULCEBY SIG UJ120,ULCE120,0,MCA,513241,413981,999999
ULCEBY SOUTH JUNCTION,ULCESJ,0,MCA,512491,414969,999999
ULLESKELF,ULESKLF,ULL,MSN,451776,439930,999999
ULVERSTON,ULVRSTN,ULV,MSN,328476,477883,999999
UMBERLEIGH,UMBRLGH,UMB,MSN,260959,123749,999999
UNIVERSITY (BIRMINGHAM),UNVRSYB,UNI,MSN,404435,283742,999999
UNIVERSITY (SUNDERLAND),UNIV,0UN,MCA,438070,557421,999999
UP CHATHAM LOOP SIG AD22,CHSL22,0,MCA,543199,169386,999999
UP KINGS LANGLEY LOOP,KLGLLP,0,MCA,508353,200714,999999
UP ROWLEY REGIS GOODS LOOP,ROWLUR,0,MCA,397997,286603,999999
UPHALL,UPHALL,UHA,MSN,306212,670563,100300
UPHILL JUNCTION,UPHILLJ,0,MCA,332832,158573,999999
UPHOLLAND,UPHOLND,UPL,MSN,350966,403780,999999
UPMINSTER,UPMNSTR,UPM,MSN,556232,186837,999999
UPMINSTER L.T.,UPMNLT,0ZU,MCA,556177,186867,999999
UPMINSTER PLATFORM 6,UPMNSP6,UPM,MSN,556170,186882,999999
UPMINSTER SIGNAL UR852,UPMN852,0,MCA,556986,186794,999999
UPMINSTER TAMPER SIDING,UPMNSDG,0,MCA,556170,186882,999999
UPPER DENTON AHB,LOWRDEN,0,MCA,361359,565259,888888
UPPER HALLIFORD,UHALIFD,UPH,MSN,509218,169404,999999
UPPER HOLLOWAY,UPRHLWY,UHL,MSN,529725,186597,999999
UPPER HOLLOWAY CE SIDING,UPRHCES,0,MCA,529588,186427,999999
UPPER HOLLOWAY UP GDS LOOP,UPRHUGL,0,MCA,529384,186203,999999
UPPER TYNDRUM,TYNDRMU,UTY,MSN,233380,730212,100071
UPPER TYNDRUM C.E.,TYNDRCE,0,MCA,233460,730087,888888
UPPER WARLINGHAM,UWRLNGH,UWL,MSN,534091,158295,999999
UPPERBY BRIDGE JN,CARLUBJ,0,MCA,341368,553633,888888
UPPERBY E.W.S.,CARLAPC,0,MCA,341156,554495,888888
UPPERBY JN,CARLUJN,0,MCA,340988,554425,888888
UPPERBY JN. D.G.L.,CARLUJG,0,MCA,341080,554235,888888
UPPERBY MD,CARLUMD,0,MCA,341049,554521,888888
UPPERBY R.S.,CARLURS,0,MCA,341049,554521,888888
UPPERBY T.M.D.,CARLTMD,0XU,MCA,341049,554521,888888
UPPERBY UP THROUGH G.L.,CARLUTG,0,MCA,341080,554235,888888
UPTON,UPTON,UPT,MSN,328003,388237,999999
UPTON LOVELL,UPTNLOV,0,MCA,394460,140550,999999
UPTON MAGNA,ALSCUPT,0,MCA,355490,311857,999999
UPWEY,UPWEY,UPW,MSN,367147,83274,999999
URLAY NOOK CROSSOVER,ALLEURL,0,MCA,441378,514537,999999
URMSTON,URMSTON,URM,MSN,376587,394668,999999
USAN,USAN,0,MCA,371806,755513,888888
USKMOUTH POWER STATION,FIFOTPS,0,MCA,333495,185016,999999
UTTOXETER,UTOXETR,UTT,MSN,409730,333269,999999
UTTOXETER DOWN GOODS LOOP,UTOXDGL,0,MCA,408831,333046,999999
UTTOXETER ENGINEERS SDG,UTOXENG,0,MCA,409353,333163,999999
UTTOXETER SIGNAL BOX,UTOXSB,0,MCA,409006,333048,999999
VALLEY,VALLEY,VAL,MSN,229194,379132,999999
VALLEY NUCLEAR ELECTRIC,VALLYNE,0,MCA,229552,378964,999999
VAUXHALL,VAUXHAL,VXH,MSN,530445,178066,999999
VAUXHALL,VAUXHLM,VXH,MSN,530445,178066,999999
VAUXHALL,VAUXHLW,VXH,MSN,530445,178066,999999
VAUXHALL JN (WEST MIDS),VXHLJN,0,MCA,408635,287466,999999
VIADUCT SIDINGS,STOKVS,0,MCA,388187,345225,999999
VICTORIA (BALLAST),VICTBAL,0,MCA,528798,178763,999999
VICTORIA C.H.S.,VICTCS,0XV,MCA,528703,178243,999999
VICTORIA CARR RD STH,VICTCRS,0,MCA,528800,178762,999999
VICTORIA CARRIAGE RD BDGE,VICTCRB,0,MCA,528800,178762,999999
VICTORIA CARRIAGE ROAD,VICTRCR,0XV,MCA,528800,178762,999999
VICTORIA GROSVENOR ENT-EXT,VICTGEE,0,MCA,528664,178303,999999
VICTORIA GROSVENOR SHED,VICTGCS,0,MCA,528730,178083,999999
VICTORIA PLAT 10,VICT10,0,MCA,528800,178762,999999
VICTORIA PLAT 11,VICT11,0,MCA,528800,178762,999999
VICTORIA PLAT 12,VICT12,0,MCA,528800,178762,999999
VICTORIA PLAT 13,VICT13,0,MCA,528800,178762,999999
VICTORIA PLAT 14,VICT14,0,MCA,528800,178762,999999
VICTORIA PLAT 15,VICT15,0,MCA,528800,178762,999999
VICTORIA PLAT 16,VICT16,0,MCA,528800,178762,999999
VICTORIA PLAT 17,VICT17,0,MCA,528800,178762,999999
VICTORIA PLAT 18,VICT18,0,MCA,528800,178762,999999
VICTORIA PLAT 19,VICT19,0,MCA,528800,178762,999999
VICTORIA PLAT 9,VICT9,0,MCA,528800,178762,999999
VICTORIA SIGNAL VS35,VICT35,0,MCA,528754,177666,999999
VICTORIA SIGNAL VS45,VICT45,0,MCA,528808,178836,999999
VICTORIA SIGNAL VS47,VICT47,0,MCA,528870,177286,999999
VIEWPARK SDG UDNGSTN LAFRG,UDNGFHH,0,MCA,270441,660797,888888
VIEWPARK SDGS,UDNGVPK,0,MCA,270439,660798,888888
VIRGINIA WATER,VRGNWTR,VIR,MSN,500121,167888,999999
VIRGINIA WATER SIGNAL F491,VRGN491,0,MCA,500140,168196,999999
VITRIOL WORKS,VTRLWKS,0,MCA,388777,404228,999999
VOLTAIRE ROAD JN.,VOLTRDJ,0XV,MCA,529627,175904,999999
W.BURTON FLYASH SDGS,WBTNFAS,0,MCA,479389,385900,999999
W.BURTON MAINLINE C&W,WBTNCW,0,MCA,479221,386066,999999
WADDESDON MANOR,AYLSWAD,0,MCA,474499,216499,999999
WADDON,WADDON,WDO,MSN,531151,164829,999999
WADHURST,WADHRST,WAD,MSN,562147,132982,999999
WADHURST NO 3 XOVER,WADH3XO,0,MCA,562787,130871,999999
WADHURST SIG PE425,WADH425,0,MCA,562783,130872,999999
WADHURST SIG PE432,WADH432,0,MCA,562783,130872,999999
WADHURST TUNNEL SOUTH,WADHTLS,0,MCA,562731,131583,999999
WADHURST UP SIDINGS,WADHUSD,0,MCA,562291,132814,999999
WADHURST-OPP PE432 DOWN,WADH32D,0,MCA,562787,130871,999999
WADSLEY BRIDGE RECP.,WADSLYB,0WB,MCA,433107,391667,999999
WAINFLEET,WAINFLT,WFL,MSN,549681,358774,999999
WAKEFIELD EAST JN,WKFLDEJ,0,MCA,433823,420327,999999
WAKEFIELD EUROPORT,NORMPW,0,MCA,439114,424260,999999
WAKEFIELD EUROPORT C&W RFD,NORMCW,0,MCA,439123,424263,999999
WAKEFIELD EUROPORT FLINERS,NORMFLT,0,MCA,439147,424272,999999
WAKEFIELD EUROPORT GBRF,NORMGBF,0,MCA,439158,424275,999999
WAKEFIELD EUROTERMINAL GF,NORMGF,0,MCA,439134,424266,999999
WAKEFIELD KIRKGATE,WKFLDKG,WKK,MSN,433854,420352,999999
WAKEFIELD KIRKGATE GD LOOP,WKFLDGL,0,MCA,433854,420352,999999
WAKEFIELD KIRKGATE S&TE,WKFLKST,0,MCA,433972,420452,999999
WAKEFIELD W. CAR COMPOUNDS,WKFLDWC,0,MCA,432671,420998,999999
WAKEFIELD WEST JN,WKFLDWJ,0,MCA,433568,420210,999999
WAKEFIELD WEST SIG K1209,WKK1209,0,MCA,433335,420025,999999
WAKEFIELD WEST SIG K1211,WKK1211,0,MCA,433335,420025,999999
WAKEFIELD WESTGATE,WKFLDWG,WKF,MSN,432766,420721,999999
WAKEFIELD WESTGATE STH JN,WKFLWSJ,0,MCA,433063,420246,999999
WALKDEN,WALKDEN,WKD,MSN,373871,402640,999999
WALKERINGHAM B.P.A.,BECKBPA,0,MCA,477642,393268,999999
WALLASEY GROVE ROAD,WALAGRD,WLG,MSN,329021,392901,999999
WALLASEY VILLAGE,WALASYV,WLV,MSN,329046,392360,999999
WALLERS ASH LOOP,WALRSAL,0,MCA,450334,139023,999999
WALLINGTON,WALNGTN,WLT,MSN,528860,163976,999999
WALLNEUK JUNCTION,WLLNKJN,0,MCA,248622,664255,888888
WALLYFORD,WALLYFD,WAF,MSN,336702,672395,100326
WALMER,WALMER,WAM,MSN,636402,150351,999999
WALSALL,WALSALL,WSL,MSN,401106,298493,999999
WALSALL BROOK THROUGH SDG,WALSTSD,0,MCA,400854,298172,999999
WALSALL FREIGHT TERMINAL,WALSFT,0,MCA,400538,297468,999999
WALSALL MID YD BLI CEMENT,WALSBLI,0,MCA,400579,297580,999999
WALSALL TAMPER SIDINGS,WALSESD,0,MCA,400606,297821,999999
WALSALL TASKER ST PDC,WALSPDC,0,MCA,400784,297980,999999
WALSDEN,WDEN,WDN,MSN,393185,422229,999999
WALTHAM CROSS,WALHAMX,WLC,MSN,536526,200315,999999
WALTHAMSTOW CENTRAL,WLTWCEN,WHC,MSN,537286,188972,999999
WALTHAMSTOW QUEENS ROAD,WLTHQRD,WMW,MSN,537031,188807,999999
WALTON & ANFIELD,WAANFLD,0,MCA,336358,394403,999999
WALTON (LIVERPOOL),WALTONM,WAO,MSN,335950,395948,999999
WALTON CANAL SIDINGS FHH,WRGWOJN,0,MCA,359612,386171,999999
WALTON JN,WALTONJ,0,MCA,335895,395809,999999
WALTON JN SIGNAL 207,WALT207,0,MCA,335895,395809,999999
WALTON JN SIGNAL 208,WALT208,0,MCA,335895,395809,999999
WALTON OLD JN YARD,WRGTWOY,0,MCA,359543,386171,999999
WALTON OLD JN.,WRGTWOJ,0,MCA,359881,386602,999999
WALTON OLD JN.M.S.C.SDGS,WRGTWOM,0,MCA,359602,386130,999999
WALTON OLD N.Y.,WRGTWON,0,MCA,359543,386171,999999
WALTON STREET JN,HULLWLN,0,MCA,507165,429507,999999
WALTON-ON-THAMES,WONT,WAL,MSN,510462,164941,999999
WALTON-ON-THE-NAZE,WONNAZE,WON,MSN,625175,221448,999999
WAMPHRAY G.F.,WMPHRAY,0,MCA,311354,594875,888888
WANBOROUGH,WANBRO,WAN,MSN,493129,150339,999999
WANBOROUGH SIGNAL GD942,WANB199,0,MCA,493129,150339,999999
WANDSWORTH COMMON,WANDCMN,WSW,MSN,527738,173484,999999
WANDSWORTH ROAD,WNDSWRD,WWR,MSN,529386,176206,999999
WANDSWORTH ROAD SIG VS84,WNDS84,0,MCA,529430,176172,999999
WANDSWORTH TOWN,WDWTOWN,WNT,MSN,525331,175047,999999
WANSTEAD PARK,WNSTDPK,WNP,MSN,540580,185595,999999
WANTAGE ROAD,WANTRD,0,MCA,440889,191356,999999
WARBLINGTON,WRBLNGT,WBL,MSN,472824,106503,999999
WARCOP,WARCOP,0,MCA,375524,515448,999999
WARDLEY OPENCAST DP (FHH),WRDLFHH,0,MCA,431302,560514,999999
WARDLEY RJB MINING,WRDLRJB,0,MCA,431305,560506,999999
WARE,WARE,WAR,MSN,535961,213991,999999
WAREHAM,WARHAM,WRM,MSN,391947,88138,999999
WAREHAM DOWN SIDING,WARHDS,0XG,MCA,392168,88281,999999
WAREHAM SIGNAL PW5242,WARH242,0,MCA,391618,87895,999999
WAREHAM UP SIDINGS,WARHUS,0,MCA,392314,88405,999999
WARGRAVE,WARGRAV,WGV,MSN,478082,178287,999999
WARMINSTER,WRMNSTR,WMN,MSN,387730,145328,999999
WARMINSTER MOD (ARMY) SDGS,WRMNBGS,0,MCA,389037,145099,999999
WARMINSTER UP SIDING,WRMNUS,0,MCA,387800,145278,999999
WARNHAM,WARNHAM,WNH,MSN,517062,133979,999999
WARRINGTON ARPLEY (HOLE),ARPLHOL,0,MCA,360405,387792,999999
WARRINGTON BANK QUAY,WRGTNBQ,WBQ,MSN,360075,387664,999999
WARRINGTON C.E. SDGS,WRGTNCL,0,MCA,359942,388272,999999
WARRINGTON CENTRAL,WRGT,WAC,MSN,360718,388511,999999
WARRINGTON CENTRAL C.S.,WRGTCCS,0,MCA,361105,388670,999999
WARRINGTON FUELLING APRON,ARPLYFA,0,MCA,360060,387476,999999
WARRINGTON H.S.,WRGTNHS,0,MCA,360075,387664,999999
WARRINGTON ROYAL MAIL (GB),WRGTRM2,0,MCA,360188,389730,999999
WARRINGTON ROYAL MAIL(DBS),WRGTRMT,0,MCA,360187,389734,999999
WARSOP JN.,WARSOPJ,0,MCA,453741,368141,999999
WARSOP UP SDGS,WARSPUS,0,MCA,453741,368141,999999
WARWICK,WARWICK,WRW,MSN,428619,265466,999999
WARWICK PARKWAY,WARWPWY,WRP,MSN,426504,265401,999999
WASHWOOD HEATH C.C.E.,WSHWDHC,0,MCA,410000,289117,999999
WASHWOOD HEATH DOWN SDGS,WSHWHDS,0,MCA,410175,289234,999999
WASHWOOD HEATH EAST JN,WSHWHEJ,0,MCA,411437,289651,999999
WASHWOOD HEATH HEARTLANDS,WSHWHPK,0,MCA,410893,289527,999999
WASHWOOD HEATH LSRD26,WSHWDLS,0,MCA,410902,289555,999999
WASHWOOD HEATH MET.CAMMEL,WSHWHMC,0XX,MCA,409936,289031,999999
WASHWOOD HEATH R.M.C.,WSHWDHR,0,MCA,409968,289112,999999
WASHWOOD HEATH RMC GBRF,WSHWGBR,0,MCA,409968,289112,999999
WASHWOOD HEATH T.C.,WSHWHRS,0,MCA,410845,289573,999999
WASHWOOD HEATH UGL,WSHWUGL,0,MCA,410902,289555,999999
WASHWOOD HEATH UP SIDINGS,WSHWHUS,0,MCA,410893,289527,999999
WASHWOOD HEATH WEST JN,WSHWDH1,0,MCA,409644,288888,999999
WATER ORTON,WTRORTN,WTO,MSN,417473,291217,999999
WATER ORTON WEST JN,WTRORWJ,0,MCA,416796,291214,999999
WATERBEACH,WATBECH,WBC,MSN,550037,264979,999999
WATERINGBURY,WTRNGBY,WTR,MSN,569149,152835,999999
WATERLOO (BALLAST),WATRBAL,0,MCA,530916,179141,999999
WATERLOO (MERSEYSIDE),WLOO,WLO,MSN,332066,398020,999999
WATERLOO C.H.S.,WATRCHS,0XW,MCA,531260,179540,999999
WATERLOO CARLISLE LANE JN,WATRCLJ,0,MCA,530916,179141,999999
WATERLOO LUL,WATRLLT,0ZW,MCA,531207,179985,999999
WATERLOO SIGNAL W912,WATR912,0,MCA,530814,178918,999999
WATERSIDE,WAESIDE,0,MCA,244426,608158,888888
WATERSTON SDGS,WSTNSD,0,MCA,193203,205114,999999
WATERY LANE,WTLN,0,MCA,396220,292125,999999
WATFORD HIGH STREET,WATFDHS,WFH,MSN,511301,196044,999999
WATFORD JN DC,WATFJDC,WFJ,MSN,511047,197268,999999
WATFORD JN. C.S.,WATFJCS,0,MCA,511396,196860,999999
WATFORD JUNCTION,WATFDJ,WFJ,MSN,511040,197358,999999
WATFORD LODGE (LONGBUCKBY),LNGBWL,0,MCA,459786,270182,999999
WATFORD LONDON CONCRETE,WATFDY,0,MCA,511148,197237,999999
WATFORD NORTH,WATFDN,WFN,MSN,511403,198596,999999
WATFORD NORTH JN,WATFDNJ,0,MCA,510530,197929,999999
WATFORD SOUTH JCN,WATFJSJ,0,MCA,511390,196906,999999
WATFORD SOUTH JN_(MET),WTFDSJN,0,MCA,507419,194536,999999
WATH,WTHH,0,MCA,304284,573513,888888
WATLINGTON (NORFOLK),WATLGTN,WTG,MSN,561234,311071,999999
WATTEN,WATTEN,0,MCA,325017,955777,888888
WATTON-AT-STONE,WATONAS,WAS,MSN,529607,219221,999999
WAUN-GRON PARK,WAUNGRN,WNG,MSN,314729,177291,999999
WAVER VIADUCT,WIGTWAV,0,MCA,321866,546512,999999
WAVERTREE JN,WVRTREJ,0,MCA,338455,389044,999999
WAVERTREE P.C.D. (OOU),WVRTRPD,0XW,MCA,337175,389740,999999
WAVERTREE TECHNOLOGY PARK,WVRTTEC,WAV,MSN,338740,390216,999999
W'DON DPT WASHER ROAD EXIT,WDONDWX,0,MCA,525610,172128,999999
W'DON DPT WIMBLDN STN EXIT,WDONDSX,0,MCA,525534,171966,999999
WDON PK D NO.1 UCS,WDON135,0,MCA,525134,171044,999999
WEASTE,WEASTEJ,0,MCA,379568,398567,999999
WEAVER JN,WEAVERJ,0XY,MCA,357797,377713,999999
WEAVER JN UP PASS LOOP,WEAVUPL,0,MCA,357797,377713,999999
WEAVERTHORPE LC,SEAMWEV,0,MCA,495671,478139,999999
WEDGWOOD,WEDGWD,WED,MSN,388622,339318,999999
WEEDON,WEEDON,0XW,MCA,462827,259999,999999
WEEDON SIG KR1200,WEED200,0,MCA,471916,254707,999999
WEEDON SIG KR1201,WEED201,0,MCA,472162,254541,999999
WEELEY,WEELEY,WEE,MSN,614630,221740,999999
